cell_label,x,y,z,brain_section_label,Drd1,Drd2,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Mc4r,Npy1r,Npy2r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3
7.19727947149012e+37,3.39310506106585,6.10164398762364,4.54189181740724,-2.025,0,1.9181994,0,5.4392085,0.7611811,0,0,1.7295564,1.1097813,0.30056405,0,0,0,0,0.54917794,0,0,0.7611811,0,0,0.30056405,0.9459847
4.41742692850817e+37,3.61554813066178,6.16196010272442,4.54189181740724,-2.025,0,2.272662,0.2784566,5.28941,1.7406526,0,0,0,0,0,0,0,0,0,0,0,0,0.7125429,0,0,1.4346538,0.51176476
1.45633892135222e+38,3.26463559284696,5.92912831107862,4.54189181740724,-2.025,0,2.5620985,0,3.434471,0.9863251,0,0,1.5667003,0,0,0,0,0.9863251,0,0,0,0,0,0,0,0,0
2.31591369042341e+38,3.2018222311717,5.99205532435963,4.54189181740724,-2.025,0,0.9204487,0,4.841662,0,0.9204487,0,0,0,0,0,0,0,0,0.9204487,0,0.9204487,0,0,0,1.4778886,0.9204487
1.02089183938652e+37,3.12341497430087,6.02145625101664,4.54189181740724,-2.025,0,2.640551,0,5.4462414,0.77733254,0.30799532,0,1.1308857,0,0,0,0,0,0,0,0,0.30799532,0.30799532,0,0,2.746672,0
2.45029150207248e+38,3.12646738558559,6.0044067345388,4.54189181740724,-2.025,0.19314179,2.4438112,0,5.1153626,1.1016538,0,0,0.6535212,0,0.363453,0,0,0.19314179,0,0.363453,0,0.515765,0.363453,0,0.515765,1.5876096,0
2.9669495183878e+37,3.25254163521336,6.36851130889123,4.93099600650568,-2.027,0,1.9158396,0,5.746671,0.94444203,0,0,0,0,0,0,0,0,0,0,0,0,0.94444203,0,0,0,0
2.53232828842872e+38,3.34868518653884,6.37212669128857,4.93099600650568,-2.027,0,1.5021263,0,5.734143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9064668,0
3.23355218131864e+38,3.46149560102845,6.38017484732068,4.93099600650568,-2.027,0.929297,2.207078,0,4.8140597,0,0,0,0,0,0,0,0,0,0,0,0,0.929297,0,0.929297,0,0.929297,0
1.37865669914986e+38,4.0163917692699,6.26995809648847,4.93099600650568,-2.027,0,2.2404282,0,4.9449983,0.6967912,0.6967912,0,0.6967912,0,0,0,0,0,0,0,0,0.6967912,0,0,0,1.5173697,0
